year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,,
2015,"Johnson, Gus",Gus,Johnson,RB,5,10,70,215,0,0,4.7,0,0,4.13,7.09,36.5,120,26,0,Stephen F. Austin,,0,0,0,4.9,,
2015,"Johnson, Kevin",Kevin,Johnson,CB,6,0,72,188,0,0,4.52,0,0,3.89,6.79,41.5,130,0,0,Wake Forest,,0,0,0,5.9,,
2015,"Johnson, Will",Will,Johnson,P,6,2,74,206,0,0,0,0,0,0,0,0,0,0,0,Texas St.,,0,0,0,0,,
2015,"Jones, Byron",Byron,Jones,CB,6,1,73,199,0,0,0,0,0,3.94,6.78,44.5,147,0,0,Connecticut,,0,0,0,5.3,,
2015,"Jones, Christion",Christion,Jones,WR,5,10,70,182,0,0,4.63,0,0,4.19,6.91,32.5,119,8,0,Alabama,,0,0,0,0,,
2015,"Jones, Matt",Matt,Jones,RB,6,2,74,231,0,0,4.61,0,0,4.2,7.05,31.5,112,20,0,Florida,,0,0,0,5.3,,
2015,"Jones, Taiwan",Taiwan,Jones,ILB,6,3,75,245,0,0,4.95,0,0,4.33,7.25,32,115,19,0,Michigan St.,,0,0,0,5.4,,
2015,"Kendricks, Eric",Eric,Kendricks,ILB,6,0,72,232,0,0,4.61,0,0,0,0,38,124,19,0,UCLA,,0,0,0,5.8,,
2015,"Kikaha, Hau'oli",Hau'oli,Kikaha,OLB,6,2,74,253,0,0,0,0,0,0,0,0,0,0,0,Washington,,0,0,0,5.8,,
2015,"Kouandjio, Arie",Arie,Kouandjio,OG,6,5,77,310,0,0,0,0,0,0,0,0,0,0,0,Alabama,,0,0,0,5.3,,
2015,"Koyack, Ben",Ben,Koyack,TE,6,5,77,255,0,0,0,0,0,0,0,0,0,0,0,Notre Dame,,0,0,0,5.4,,
2015,"Kroft, Tyler",Tyler,Kroft,TE,6,5,77,246,0,0,0,0,0,0,0,0,0,17,0,Rutgers,,0,0,0,5.4,,
2015,"Lambo, Josh",Josh,Lambo,K,6,0,72,216,0,0,0,0,0,0,0,0,0,0,0,Texas A&M,,0,0,0,0,,
2015,"Langford, Jeremy",Jeremy,Langford,RB,6,0,72,208,0,0,4.42,0,0,4.32,7.22,34.5,118,20,0,Michigan St.,,0,0,0,5.3,,
2015,"Lewis, Dezmin",Dezmin,Lewis,WR,6,4,76,214,0,0,4.58,0,0,4.28,7.11,33.5,119,16,0,Central Arkansas,,0,0,0,5.3,,
2015,"Lippett, Tony",Tony,Lippett,WR,6,2,74,192,0,0,4.61,0,0,4.13,6.92,36,114,10,0,Michigan St.,,0,0,0,5.4,,
2015,"Lockett, Tyler",Tyler,Lockett,WR,5,10,70,182,0,0,4.4,0,0,4.07,6.89,35.5,121,15,0,Kansas St.,,0,0,0,5.5,,
2015,"Long, Deon",Deon,Long,WR,6,0,72,192,0,0,4.51,0,0,4.27,6.98,34,120,12,0,Maryland,,0,0,0,5.1,,
2015,"Loomis, Kyle",Kyle,Loomis,P,6,2,74,221,0,0,0,0,0,0,0,0,0,0,0,Portland St.,,0,0,0,5.3,,
2015,"Lott, Derrick",Derrick,Lott,DT,6,4,76,314,0,0,4.99,0,0,4.44,7.3,26.5,106,30,0,Tennessee-Chattanooga,,0,0,0,5.3,,
2015,"Lovelocke, Jerry",Jerry,Lovelocke,QB,6,4,76,248,0,0,4.99,0,0,4.51,7.3,31.5,113,16,0,Prairie View A&M,,0,0,0,0,,
2015,"Luckett, Donatella",Donatella,Luckett,WR,6,0,72,211,0,0,4.65,0,0,4.5,7.51,34,118,17,0,Harding,,0,0,0,5.2,,
2015,"Magee, Terrence",Terrence,Magee,RB,5,8,68,213,0,0,4.6,0,0,4.37,7.52,37,115,22,0,LSU,,0,0,0,5.2,,
2015,"Mager, Craig",Craig,Mager,CB,5,11,71,201,0,0,4.44,0,0,4.07,6.83,38,130,17,0,Texas St.,,0,0,0,5.4,,
2015,"Mancz, Greg",Greg,Mancz,C,6,4,76,301,0,0,0,0,0,0,0,0,0,0,0,Toledo,,0,0,0,5.4,,
2015,"Mannion, Sean",Sean,Mannion,QB,6,6,78,229,0,0,5.14,0,0,4.39,7.29,31,105,16,0,Oregon St.,,0,0,0,5.3,,
2015,"Manton, Justin",Justin,Manton,K,6,3,75,196,0,0,0,0,0,0,0,0,0,0,0,Louisiana-Monroe,,0,0,0,4.8,,
2015,"Mariota, Marcus",Marcus,Mariota,QB,6,4,76,222,0,0,4.52,0,0,4.11,6.87,36,121,16,0,Oregon,,0,0,0,6.4,,
2015,"Marlowe, Dean",Dean,Marlowe,FS,6,1,73,203,0,0,4.58,0,0,4.18,7,33.5,114,16,0,James Madison,,0,0,0,4.9,,
2015,"Marpet, Ali",Ali,Marpet,C,6,4,76,307,0,0,4.98,0,0,4.47,7.33,30.5,108,30,0,Hobart & William Smith,,0,0,0,5.4,,
2015,"Marshall, Nick",Nick,Marshall,QB,6,1,73,207,0,0,4.54,0,0,4.15,6.96,37.5,124,12,0,Auburn,,0,0,0,5.2,,
2015,"Matias, Josue",Josue,Matias,OG,6,5,77,309,0,0,5.52,0,0,5.12,8.19,17.5,84,0,0,Florida St.,,0,0,0,5.5,,
2015,"Mauldin, Lorenzo",Lorenzo,Mauldin,OLB,6,4,76,259,0,0,4.85,0,0,4.58,7.47,32,112,23,0,Louisville,,0,0,0,5.7,,
2015,"Mayle, Vince",Vince,Mayle,WR,6,2,74,224,0,0,4.67,0,0,4.13,6.93,35.5,117,15,0,Washington St.,,0,0,0,5.6,,
2015,"Mbu, Joey",Joey,Mbu,DT,6,3,75,313,0,0,5.54,0,0,5.01,8.2,22.5,97,0,0,Houston,,0,0,0,5.2,,
2015,"McBride, Tre",Tre,McBride,WR,6,0,72,210,0,0,4.41,0,0,4.08,6.96,38,122,16,0,William & Mary,,0,0,0,5.3,,
2015,"McCain, Bobby",Bobby,McCain,CB,5,9,69,195,0,0,4.51,0,0,3.82,6.8,36,130,17,0,Memphis,,0,0,0,5.3,,
2015,"McCarthy, Ellis",Ellis,McCarthy,DT,6,5,77,338,0,0,5.21,0,0,5.07,8.16,32,109,24,0,UCLA,,0,0,0,5,,
2015,"McDonald, Tevin",Tevin,McDonald,FS,5,11,71,195,0,0,4.63,0,0,4.26,7.01,33,112,19,0,Eastern Washington,,0,0,0,5.2,,
2015,"McKinney, Benardrick",Benardrick,McKinney,ILB,6,4,76,246,0,0,4.66,0,0,4.27,7.21,40.5,121,16,0,Mississippi St.,,0,0,0,6,,
2015,"Miller, Darrian",Darrian,Miller,OG,6,5,77,307,0,0,5.51,0,0,4.87,7.91,25,97,0,0,Kentucky,,0,0,0,5.2,,
2015,"Miller, John",John,Miller,OG,6,2,74,303,0,0,5.33,0,0,4.75,8.2,27,104,29,0,Louisville,,0,0,0,5.5,,
2015,"Montgomery, Ty",Ty,Montgomery,WR,6,0,72,221,0,0,4.55,0,0,4.21,6.97,40.5,121,15,0,Stanford,,0,0,0,5.6,,
2015,"Morse, Mitch",Mitch,Morse,OG,6,5,77,305,0,0,5.14,0,0,4.5,7.6,31,112,36,0,Missouri,,0,0,0,5.2,,
2015,"Mumphery, Keith",Keith,Mumphery,WR,6,0,72,215,0,0,4.54,0,0,4.25,7.07,32.5,121,15,0,Michigan St.,,0,0,0,4.8,,
2015,"Murphy, Marcus",Marcus,Murphy,RB,5,8,68,193,0,0,4.61,0,0,4.4,7.05,29,109,11,0,Missouri,,0,0,0,5.3,,
2015,"Myers, Robert",Robert,Myers,OG,6,5,77,326,0,0,5.44,0,0,4.91,8.1,27.5,94,0,0,Tennessee St.,,0,0,0,5.2,,
2015,"Nelson, J.J.",J.J.,Nelson,WR,5,10,70,156,0,0,4.28,0,0,4.15,7.02,36,127,15,0,UAB,,0,0,0,4.9,,
2015,"Nelson, Steven",Steven,Nelson,CB,5,10,70,197,0,0,4.49,0,0,4.07,6.88,34.5,115,19,0,Oregon St.,,0,0,0,5.4,,
2015,"Nunez-Roches, Rakeem",Rakeem,Nunez-Roches,DT,6,2,74,307,0,0,5.02,0,0,4.69,7.67,34,114,26,0,Southern Miss,,0,0,0,5.1,,
2015,"Nzeocha, Mark",Mark,Nzeocha,OLB,6,2,74,232,0,0,0,0,0,0,0,0,0,24,0,Wyoming,,0,0,0,5.1,,
2015,"O'Leary, Nick",Nick,O'Leary,TE,6,3,75,252,0,0,4.93,0,0,4.5,0,30.5,110,21,0,Florida St.,,0,0,0,5.4,,
2015,"Odighizuwa, Owamagbe",Owamagbe,Odighizuwa,DE,6,3,75,267,0,0,4.62,0,0,4.19,7.36,39,127,25,0,UCLA,,0,0,0,5.7,,
2015,"Ogbuehi, Cedric",Cedric,Ogbuehi,OT,6,5,77,306,0,0,0,0,0,0,0,0,0,23,0,Texas A&M,,0,0,0,5.9,,
2015,"Orchard, Nate",Nate,Orchard,DE,6,3,75,250,0,0,4.8,0,0,4.43,7.28,31.5,115,0,0,Utah,,0,0,0,5.8,,
2015,"Orr, Leon",Leon,Orr,DT,6,5,77,323,0,0,5.16,0,0,4.9,8.26,28,100,0,0,Florida,,0,0,0,5.3,,
2015,"Pardula, Trevor",Trevor,Pardula,P,6,4,76,227,0,0,0,0,0,0,0,0,0,0,0,Kansas,,0,0,0,0,,
2015,"Parker, DeVante",DeVante,Parker,WR,6,3,75,209,0,0,4.45,0,0,0,6.92,36.5,125,17,0,Louisville,,0,0,0,6.2,,
2015,"Parry, David",David,Parry,NT,6,1,73,308,0,0,5.38,0,0,0,0,29,103,34,0,Stanford,,0,0,0,5.4,,
2015,"Peat, Andrus",Andrus,Peat,OT,6,7,79,313,0,0,5.18,0,0,4.62,8.01,31,105,0,0,Stanford,,0,0,0,6.2,,
2015,"Perriman, Breshad",Breshad,Perriman,WR,6,2,74,212,0,0,4.4,0,0,0,6.92,35.54,120,15,0,Central Florida,,0,0,0,5.8,,
2015,"Perryman, Denzel",Denzel,Perryman,ILB,5,11,71,236,0,0,4.78,0,0,0,0,32,113,27,0,Miami,,0,0,0,5.7,,
2015,"Peters, Garry",Garry,Peters,CB,6,0,72,191,0,0,4.61,0,0,4,6.8,32.5,119,7,0,Clemson,,0,0,0,5.3,,
2015,"Peters, Marcus",Marcus,Peters,CB,6,0,72,197,0,0,4.53,0,0,4.08,7.08,37.5,121,17,0,Washington,,0,0,0,5.8,,
2015,"Petty, Bryce",Bryce,Petty,QB,6,3,75,230,0,0,4.87,0,0,4.13,6.91,34,121,16,0,Baylor,,0,0,0,5.3,,
2015,"Phillips, Jordan",Jordan,Phillips,NT,6,5,77,329,0,0,5.17,0,0,4.68,7.88,30,105,28,0,Oklahoma,,0,0,0,6.2,,
2015,"Philon, Darius",Darius,Philon,DT,6,1,73,298,0,0,5,0,0,0,8,31,107,26,0,Arkansas,,0,0,0,5.4,,
2015,"Pinion, Bradley",Bradley,Pinion,P,6,5,77,229,0,0,0,0,0,0,0,0,0,0,0,Clemson,,0,0,0,5,,
2015,"Poole, Terry",Terry,Poole,OG,6,5,77,307,0,0,5.09,0,0,4.66,7.9,31,113,25,0,San Diego St.,,0,0,0,5,,
2015,"Poutasi, Jeremiah",Jeremiah,Poutasi,OG,6,5,77,335,0,0,5.32,0,0,4.89,8.09,26.5,95,26,0,Utah,,0,0,0,5.4,,
2015,"Prewitt, Cody",Cody,Prewitt,FS,6,2,74,208,0,0,4.6,0,0,4.23,7.12,35,125,11,0,Mississippi,,0,0,0,5.3,,
2015,"Pruitt, MyCole",MyCole,Pruitt,TE,6,2,74,251,0,0,4.58,0,0,4.37,0,38,118,17,0,Southern Illinois,,0,0,0,5,,
2015,"Pullard, Hayes",Hayes,Pullard,ILB,6,0,72,240,0,0,4.78,0,0,4.39,7.07,31,110,19,0,USC,,0,0,0,5.4,,
2015,"Randall, Damarious",Damarious,Randall,FS,5,11,71,196,0,0,4.46,0,0,4.07,6.83,38,120,14,0,Arizona State,,0,0,0,5.4,,
2015,"Rawls, Thomas",Thomas,Rawls,RB,5,9,69,215,0,0,4.65,0,0,0,7.05,35.5,116,15,0,Central Michigan,,0,0,0,5.5,,
2015,"Ray, Shane",Shane,Ray,DE,6,3,75,245,0,0,0,0,0,0,0,0,0,21,0,Missouri,,0,0,0,6.8,,
2015,"Reed, Cedric",Cedric,Reed,DE,6,5,77,269,0,0,0,0,0,0,0,0,0,22,0,Texas,,0,0,0,5.2,,
2015,"Richards, Jordan",Jordan,Richards,SS,5,11,71,211,0,0,4.65,0,0,4.22,6.74,32,111,13,0,Stanford,,0,0,0,5.2,,
2015,"Richardson, Bobby",Bobby,Richardson,DT,6,3,75,283,0,0,5.16,0,0,4.41,7.57,32.5,106,0,0,Indiana,,0,0,0,5.6,,
2015,"Roberts, Jared",Jared,Roberts,K,6,1,73,210,0,0,0,0,0,0,0,0,0,0,0,Colorado St.,,0,0,0,4.8,,
2015,"Robinson, Corey",Corey,Robinson,OT,6,7,79,324,0,0,0,0,0,0,0,0,0,28,0,South Carolina,,0,0,0,5.3,,
2015,"Robinson, Edmond",Edmond,Robinson,OLB,6,3,75,245,0,0,4.61,0,0,4.38,7.49,37,121,20,0,Newberry,,0,0,0,4.8,,
2015,"Robinson, Josh",Josh,Robinson,RB,5,8,68,217,0,0,4.7,0,0,0,7.05,32,113,21,0,Mississippi St.,,0,0,0,5.2,,
2015,"Rollins, Quinten",Quinten,Rollins,CB,5,11,71,195,0,0,4.57,0,0,4.28,7.1,36.5,122,14,0,Miami (OH),,0,0,0,5.8,,
2015,"Roth, Spencer",Spencer,Roth,P,6,4,76,227,0,0,0,0,0,0,0,0,0,0,0,Baylor,,0,0,0,5.1,,
2015,"Rowe, Eric",Eric,Rowe,FS,6,1,73,205,0,0,4.45,0,0,3.97,6.7,39,125,19,0,Utah,,0,0,0,5.4,,
2015,"Ruffin, Ezell",Ezell,Ruffin,WR,6,0,72,218,0,0,4.68,0,0,4.58,7.35,27.5,110,17,0,San Diego St.,,0,0,0,4.8,,
2015,"Russell, Ryan",Ryan,Russell,DE,6,4,76,269,0,0,4.75,0,0,4.47,7.25,32.5,119,25,0,Purdue,,0,0,0,5,,
2015,"Ryan, Jake",Jake,Ryan,OLB,6,2,74,240,0,0,4.65,0,0,4.2,7.11,34.5,120,20,0,Michigan,,0,0,0,5.3,,
2015,"Sambrailo, Ty",Ty,Sambrailo,OT,6,6,78,311,0,0,5.36,0,0,4.58,7.54,29,97,23,0,Colorado St.,,0,0,0,5.6,,
2015,"Sample, James",James,Sample,SS,6,2,74,209,0,0,4.56,0,0,0,7.04,32.5,123,0,0,Louisville,,0,0,0,5.2,,
2015,"Saxton, Wes",Wes,Saxton,TE,6,3,75,248,0,0,4.65,0,0,4.49,0,36,119,0,0,South Alabama,,0,0,0,5.2,,
2015,"Scherff, Brandon",Brandon,Scherff,OG,6,5,77,319,0,0,5.05,0,0,0,0,0,0,23,0,Iowa,,0,0,0,6.4,,
2015,"Scheuerman, Ross",Ross,Scheuerman,RB,6,0,72,204,0,0,4.62,0,0,4.11,7.08,33,121,15,0,Lafayette,,0,0,0,5,,
2015,"Shaw, Josh",Josh,Shaw,CB,6,0,72,201,0,0,4.44,0,0,4.12,7.01,37.5,130,26,0,USC,,0,0,0,5.4,,
2015,"Shead, Adam",Adam,Shead,OG,6,4,76,338,0,0,5.74,0,0,0,0,0,0,26,0,Oklahoma,,0,0,0,5.1,,
2015,"Shelton, Danny",Danny,Shelton,NT,6,2,74,339,0,0,5.64,0,0,4.65,7.99,30.5,95,34,0,Washington,,0,0,0,6.4,,
2015,"Shepherd, Austin",Austin,Shepherd,OT,6,4,76,315,0,0,5.39,0,0,4.7,8.04,29,94,17,0,Alabama,,0,0,0,5.3,,
2015,"Shepherd, JaCorey",JaCorey,Shepherd,CB,5,11,71,199,0,0,0,0,0,0,0,0,0,14,0,Kansas,,0,0,0,5.4,,
2015,"Sifrin, Jean",Jean,Sifrin,TE,6,5,77,245,0,0,4.84,0,0,4.6,0,33,114,0,0,Massachusetts,,0,0,0,5.2,,
2015,"Simon, Deon",Deon,Simon,NT,6,4,76,321,0,0,5.12,0,0,4.76,7.92,29.5,105,35,0,Northwestern St. (LA),,0,0,0,5,,
2015,"Sims, Blake",Blake,Sims,QB,5,11,71,218,0,0,4.57,0,0,0,7.1,30.5,115,16,0,Alabama,,0,0,0,5.2,,
2015,"Smelter, DeAndre",DeAndre,Smelter,WR,6,2,74,226,0,0,4.4,0,0,0,6.92,35.54,120,15,0,Georgia Tech,,0,0,0,5.5,,
2015,"Smith, D'Joun",D'Joun,Smith,CB,5,10,70,187,0,0,4.45,0,0,4.26,6.96,36,124,18,0,Florida Atlantic,,0,0,0,5.6,,
2015,"Smith, Derron",Derron,Smith,FS,5,10,70,200,0,0,0,0,0,0,0,0,0,0,0,Fresno St.,,0,0,0,5.7,,
2015,"Smith, Devin",Devin,Smith,WR,6,0,72,196,0,0,4.42,0,0,4.15,6.92,39,122,10,0,Ohio St.,,0,0,0,5.7,,
2015,"Smith, Donovan",Donovan,Smith,OG,6,6,78,338,0,0,5.27,0,0,4.79,7.95,32,109,26,0,Penn St.,,0,0,0,5.3,,
2015,"Smith, Preston",Preston,Smith,DE,6,5,77,271,0,0,4.74,0,0,4.28,7.07,34,121,24,0,Mississippi St.,,0,0,0,5.6,,
2015,"Smith, Tye",Tye,Smith,CB,6,0,72,195,0,0,4.6,0,0,3.96,6.97,36.5,124,15,0,Towson,,0,0,0,4.9,,
2015,"Smith, Za'Darius",Za'Darius,Smith,DE,6,4,76,274,0,0,4.83,0,0,4.66,7.42,29,113,23,0,Kentucky,,0,0,0,5.5,,
2015,"Spaight, Martrell",Martrell,Spaight,OLB,6,0,72,236,0,0,4.88,0,0,0,7.66,35,120,25,0,Arkansas,,0,0,0,5.3,,
2015,"Strong, Jaelen",Jaelen,Strong,WR,6,2,74,217,0,0,4.44,0,0,0,6.92,42,123,15,0,Arizona State,,0,0,0,5.8,,
2015,"Surratt, J.T.",J.T.,Surratt,DT,6,1,73,304,0,0,5.19,0,0,4.71,7.78,30,106,29,0,South Carolina,,0,0,0,5.2,,
2015,"Swann, Damian",Damian,Swann,CB,6,0,72,189,0,0,4.5,0,0,0,0,33,118,0,0,Georgia,,0,0,0,5.3,,
2015,"Tartt, Jaquiski",Jaquiski,Tartt,SS,6,1,73,221,0,0,4.53,0,0,0,0,0,124,0,0,Samford,,0,0,0,5.5,,
2015,"Tavai, J.R.",J.R.,Tavai,OLB,6,2,74,249,0,0,4.91,0,0,0,0,30.5,112,20,0,USC,,0,0,0,5.4,,
2015,"Telfer, Randall",Randall,Telfer,TE,6,4,76,250,0,0,0,0,0,0,0,0,0,20,0,USC,,0,0,0,0,,
2015,"Thompson, Shaq",Shaq,Thompson,OLB,6,0,72,228,0,0,4.64,0,0,4.08,6.99,33.5,117,0,0,Washington,,0,0,0,6,,
2015,"Thompson, Tyrus",Tyrus,Thompson,OT,6,5,77,324,0,0,0,0,0,4.92,0,29,97,29,0,Oklahoma,,0,0,0,5.5,,
2015,"Tomlinson, Eric",Eric,Tomlinson,TE,6,6,78,263,0,0,4.98,0,0,4.54,0,30.5,110,19,0,Texas-El Paso,,0,0,0,4.8,,
2015,"Tomlinson, Laken",Laken,Tomlinson,OG,6,3,75,323,0,0,5.33,0,0,4.87,8.17,31.5,103,25,0,Duke,,0,0,0,5.6,,
2015,"Trail, Lynden",Lynden,Trail,DE,6,7,79,269,0,0,4.91,0,0,4.48,7.32,32.5,117,24,0,Norfolk St.,,0,0,0,5.1,,
2015,"Trinca-Pasat, Louis",Louis,Trinca-Pasat,DT,6,1,73,290,0,0,4.96,0,0,4.3,7.4,32,105,0,0,Iowa,,0,0,0,5.3,,
2015,"Tull, Davis",Davis,Tull,OLB,6,2,74,246,0,0,0,0,0,0,0,42.5,132,26,0,Tennessee-Chattanooga,,0,0,0,5.2,,
2015,"Valles, Max",Max,Valles,OLB,6,5,77,251,0,0,4.83,0,0,4.37,7.59,36.5,121,0,0,Virginia,,0,0,0,5.4,,
2015,"Varga, Tyler",Tyler,Varga,FB,5,11,71,222,0,0,0,0,0,0,0,0,0,23,0,Yale,,0,0,0,5.2,,
2015,"Wagenmann, Zack",Zack,Wagenmann,DE,6,3,75,247,0,0,4.82,0,0,4.26,7.07,37.5,109,14,0,Montana,,0,0,0,0,,
2015,"Walford, Clive",Clive,Walford,TE,6,4,76,251,0,0,4.79,0,0,4.57,0,35,120,20,0,Miami,,0,0,0,5.6,,
2015,"Waller, Darren",Darren,Waller,WR,6,6,78,238,0,0,4.46,0,0,4.25,7.07,37,125,12,0,Georgia Tech,,0,0,0,5.4,,
2015,"Walton, Leterrius",Leterrius,Walton,DT,6,5,77,319,0,0,5.25,0,0,4.78,7.91,27,103,25,0,Central Michigan,,0,0,0,5.4,,
2015,"Washington, Tony",Tony,Washington,OLB,6,4,76,247,0,0,4.99,0,0,4.31,7.2,32.5,110,17,0,Oregon,,0,0,0,5,,
2015,"Waynes, Trae",Trae,Waynes,CB,6,0,72,186,0,0,4.31,0,0,4.39,7.06,38,122,19,0,Michigan St.,,0,0,0,6.2,,
2015,"White, DeAndrew",DeAndrew,White,WR,5,11,71,193,0,0,4.44,0,0,4.18,6.97,34.5,118,15,0,Alabama,,0,0,0,5.1,,
2015,"White, Kevin",Kevin,White,WR,6,3,75,215,0,0,4.35,0,0,4.14,6.92,36.5,123,23,0,West Virginia,,0,0,0,6.2,,
2015,"White, Kevin",Kevin,White,CB,5,9,69,183,0,0,4.63,0,0,0,0,35.5,121,18,0,TCU,,0,0,0,5.3,,
2015,"Whitehead, Jermaine",Jermaine,Whitehead,FS,5,11,71,197,0,0,4.59,0,0,4.11,6.95,37,128,15,0,Auburn,,0,0,0,0,,
2015,"Williams, Daryl",Daryl,Williams,OT,6,5,77,327,0,0,5.34,0,0,5.15,0,26,97,27,0,Oklahoma,,0,0,0,5.6,,
2015,"Williams, Karlos",Karlos,Williams,RB,6,1,73,230,0,0,4.48,0,0,4.46,7.16,33.5,117,16,0,Florida St.,,0,0,0,5.3,,
2015,"Williams, Leonard",Leonard,Williams,DE,6,5,77,302,0,0,4.97,0,0,4.53,7.59,29.5,106,0,0,USC,,0,0,0,7.4,,
2015,"Williams, Maxx",Maxx,Williams,TE,6,4,76,249,0,0,4.78,0,0,4.37,0,34.5,117,17,0,Minnesota,,0,0,0,5.8,,
2015,"Williams, P.J.",P.J.,Williams,CB,6,0,72,194,0,0,4.57,0,0,4.28,7.08,40,132,12,0,Florida St.,,0,0,0,6,,
2015,"Williams, Trey",Trey,Williams,RB,5,7,67,195,0,0,4.49,0,0,4.12,6.84,33.5,119,18,0,Texas A&M,,0,0,0,5.2,,
2015,"Wilson, Damien",Damien,Wilson,ILB,6,0,72,245,0,0,4.77,0,0,4.2,7.21,37,119,22,0,Minnesota,,0,0,0,5.1,,
2015,"Wilson, Julian",Julian,Wilson,CB,6,2,74,205,0,0,4.58,0,0,4.22,6.94,36,125,0,0,Oklahoma,,0,0,0,4.6,,
2015,"Wilson, Ramik",Ramik,Wilson,ILB,6,2,74,237,0,0,4.77,0,0,4.51,0,35,111,23,0,Georgia,,0,0,0,5.4,,
2015,"Winston, Jameis",Jameis,Winston,QB,6,4,76,231,0,0,4.97,0,0,4.36,7.16,28.5,103,16,0,Florida St.,,0,0,0,6.5,,
2015,"Worthy, Cam",Cam,Worthy,WR,6,2,74,211,0,0,4.4,0,0,0,6.92,35.54,120,12,0,East Carolina,,0,0,0,5,,
2015,"Wright, Gabe",Gabe,Wright,DT,6,3,75,300,0,0,5.07,0,0,4.56,7.73,26.5,100,34,0,Auburn,,0,0,0,5.7,,
2015,"Yeldon, T.J.",T.J.,Yeldon,RB,6,1,73,226,0,0,4.61,0,0,4.22,7.19,36,117,22,0,Alabama,,0,0,0,5.7,,
2015,"Zenner, Zach",Zach,Zenner,RB,5,11,71,223,0,0,4.6,0,0,4.14,7.08,41,121,25,0,South Dakota St.,,0,0,0,5.3,,
2014,"Abbrederis, Jared",Jared,Abbrederis,WR,6,1,73,195,0,0,4.5,0,0,4.08,6.8,30.5,117,4,6,Wisconsin,0,16,176,0,5.2,,
2014,"Adams, Davante",Davante,Adams,WR,6,1,73,212,0,0,4.56,0,0,4.3,6.82,39.5,123,14,2,Fresno St.,0,21,53,0,6,,
2014,"Alexander, Mo",Mo,Alexander,SS,6,1,73,220,0,0,4.54,0,0,4.51,7.05,38,123,0,4,Utah St.,0,14,110,0,4.9,,
2014,"Allen, Ricardo",Ricardo,Allen,CB,5,9,69,187,0,0,4.61,0,0,4.15,0,35.5,117,13,5,Purdue,0,19,147,0,5.1,,
2014,"Amaro, Jace",Jace,Amaro,TE,6,5,77,265,0,0,4.74,0,0,4.3,7.42,33,118,28,2,Texas Tech,0,17,49,0,5.4,,
2014,"Andrews, Antonio",Antonio,Andrews,RB,5,10,70,225,0,0,4.82,0,0,4.49,7.24,29.5,106,20,0,Western Kentucky,0,0,0,0,5.2,,
2014,"Archer, Dri",Dri,Archer,RB,5,8,68,173,0,0,4.26,0,0,4.06,6.86,38,122,20,4,Kent St.,0,1,97,0,5.4,,
2014,"Armstrong, Matt",Matt,Armstrong,C,6,2,74,302,0,0,5.36,0,0,0,0,0,0,0,0,Grand Valley St.,0,0,0,0,5.1,,
2014,"Atkinson, George",George,Atkinson,RB,6,1,73,218,0,0,4.48,0,0,4.46,7.07,38,121,19,0,Notre Dame,0,0,0,0,5.1,,
2014,"Attaochu, Jeremiah",Jeremiah,Attaochu,OLB,6,3,75,252,0,0,0,0,0,0,0,0,0,0,2,Georgia Tech,0,18,50,0,5.5,,
2014,"Bailey, Dion",Dion,Bailey,SS,6,0,72,201,0,0,4.66,0,0,4.15,6.97,34,113,0,0,USC,0,0,0,0,5.2,,
2014,"Barr, Anthony",Anthony,Barr,OLB,6,5,77,255,0,0,4.66,0,0,4.19,6.82,34.5,119,15,1,UCLA,0,9,9,0,6.6,,
2014,"Barrow, Lamin",Lamin,Barrow,OLB,6,1,73,237,0,0,4.64,0,0,4.35,7.24,35,123,22,5,LSU,0,28,156,0,5.4,,
2014,"Beckham, Odell",Odell,Beckham,WR,5,11,71,198,0,0,4.43,0,0,3.94,6.69,38.5,122,7,1,LSU,0,12,12,0,5.9,,
2014,"Belue, Deion",Deion,Belue,CB,5,11,71,182,0,0,0,0,0,0,0,0,0,11,0,Alabama,0,0,0,0,5.2,,
2014,"Benjamin, Kelvin",Kelvin,Benjamin,WR,6,5,77,240,0,0,4.61,0,0,4.39,7.33,32.5,119,13,1,Florida St.,0,28,28,0,6.4,,
2014,"Benwikere, Bene ",Bene ,Benwikere,CB,5,11,71,195,0,0,4.63,0,0,4.38,6.94,40.5,122,10,5,San Jose St.,0,20,148,0,5.2,,
2014,"Berhe, Nat",Nat,Berhe,SS,5,10,70,193,0,0,4.71,0,0,4.22,7.08,35.5,117,15,5,San Diego St.,0,24,152,0,5.2,,
2014,"Bibbs, Kapri",Kapri,Bibbs,RB,5,9,69,212,0,0,4.67,0,0,0,7.05,29,106,24,0,Colorado St.,0,0,0,0,5,,
2014,"Bitonio, Joel",Joel,Bitonio,OT,6,4,76,302,0,0,4.97,0,0,4.44,7.37,32,114,22,2,Nevada,0,3,35,0,5.5,,
2014,"Blanchflower, Rob",Rob,Blanchflower,TE,6,4,76,256,0,0,0,0,0,0,0,0,0,0,8,Massachusetts,0,6,230,0,5.1,,
2014,"Blue, Alfred",Alfred,Blue,RB,6,2,74,223,0,0,4.63,0,0,4.5,7.15,32,121,13,6,LSU,0,21,181,0,5.2,,
2014,"Bodine, Russell",Russell,Bodine,C,6,3,75,310,0,0,5.18,0,0,4.66,8.26,29,109,42,4,North Carolina,0,15,111,0,5.3,,
